sm_dens,cyt_dens,sm_spars,cyt_spars
0.33198293050130206,0.024600982666015625,0.668017069498698,0.9753990173339844
0.12627410888671875,0.005896250406901042,0.8737258911132812,0.994103749593099
0.5046869913736979,0.03812535603841146,0.4953130086263021,0.9618746439615885
0.0793317159016927,0.011870066324869791,0.9206682840983073,0.9881299336751302
0.11325963338216145,0.004779815673828125,0.8867403666178385,0.9952201843261719
0.1745427449544271,0.005757649739583333,0.8254572550455729,0.9942423502604166
0.17045720418294272,0.026738484700520832,0.8295427958170573,0.9732615152994791
0.4090169270833333,0.029453277587890625,0.5909830729166667,0.9705467224121094
0.5495007832845052,0.032702128092447914,0.45049921671549475,0.9672978719075521
0.5807100931803385,0.11170196533203125,0.4192899068196615,0.8882980346679688
0.3589668273925781,0.0190887451171875,0.6410331726074219,0.9809112548828125
0.6110445658365885,0.016501108805338543,0.3889554341634115,0.9834988911946615
0.019887288411458332,0.048037211100260414,0.9801127115885416,0.9519627888997396
0.46245066324869794,0.02740478515625,0.537549336751302,0.97259521484375
0.4068133036295573,0.14340845743815103,0.5931866963704426,0.856591542561849
0.22311019897460938,0.2294464111328125,0.7768898010253906,0.7705535888671875
0.25045140584309894,0.09824498494466145,0.7495485941569011,0.9017550150553385
0.21716690063476562,0.015331268310546875,0.7828330993652344,0.9846687316894531
0.5496533711751302,0.1707636515299479,0.45034662882486975,0.8292363484700521
0.20734278361002603,0.008199055989583334,0.792657216389974,0.9918009440104166
0.1192156473795573,0.017491658528645832,0.8807843526204427,0.9825083414713541
0.1494928995768229,0.5275764465332031,0.8505071004231771,0.4724235534667969
0.061800638834635414,0.0077362060546875,0.9381993611653646,0.9922637939453125
0.43349583943684894,0.009901682535807291,0.5665041605631511,0.9900983174641927
0.4773572285970052,0.007216135660807292,0.5226427714029949,0.9927838643391927
0.14395523071289062,0.05449040730794271,0.8560447692871094,0.9455095926920573
0.5156644185384115,0.016379038492838543,0.4843355814615885,0.9836209615071615
0.015427907307942709,0.040545145670572914,0.9845720926920573,0.9594548543294271
0.051876068115234375,0.140106201171875,0.9481239318847656,0.859893798828125
0.2863260904947917,0.030261993408203125,0.7136739095052083,0.9697380065917969
0.150146484375,0.020605723063151043,0.849853515625,0.979394276936849
0.07987594604492188,0.026830037434895832,0.9201240539550781,0.9731699625651041
0.1780878702799479,0.012700398763020834,0.8219121297200521,0.9872996012369791
0.20308303833007812,0.06464513142903645,0.7969169616699219,0.9353548685709635
0.46999867757161456,0.2062225341796875,0.5300013224283855,0.7937774658203125
0.5501619974772135,0.038403828938802086,0.4498380025227865,0.9615961710611979
0.08548227945963542,0.016707102457682293,0.9145177205403646,0.9832928975423177
0.11681620279947917,0.09824498494466145,0.8831837972005209,0.9017550150553385
0.05217870076497396,0.005884806315104167,0.947821299235026,0.9941151936848959
0.2042236328125,0.026135762532552082,0.7957763671875,0.9738642374674479
0.05985260009765625,0.018909454345703125,0.9401473999023438,0.9810905456542969
0.12929534912109375,0.01200103759765625,0.8707046508789062,0.9879989624023438
0.2823473612467448,0.06624730428059895,0.7176526387532551,0.933752695719401
0.22201156616210938,0.00518798828125,0.7779884338378906,0.99481201171875
0.5801709493001302,0.08064905802408855,0.41982905069986975,0.9193509419759115
0.14330164591471353,0.1312840779622396,0.8566983540852865,0.8687159220377604
0.44166819254557294,0.039295196533203125,0.558331807454427,0.9607048034667969
0.611609141031901,0.13640848795572916,0.388390858968099,0.8635915120442709
0.1177660624186198,0.032328287760416664,0.8822339375813802,0.9676717122395834
0.3324445088704427,0.012704213460286459,0.6675554911295574,0.9872957865397135
0.17515182495117188,0.020921071370442707,0.8248481750488281,0.9790789286295573
0.36702855428059894,0.0190887451171875,0.6329714457194011,0.9809112548828125
0.33777109781901044,0.028683980305989582,0.6622289021809895,0.9713160196940104
0.5638949076334635,0.07595316569010417,0.4361050923665365,0.9240468343098959
0.07665506998697917,0.009586334228515625,0.9233449300130209,0.9904136657714844
0.06608963012695312,0.028683980305989582,0.9339103698730469,0.9713160196940104
0.4942766825358073,0.22612508138020834,0.5057233174641926,0.7738749186197916
0.5404459635416666,0.41179656982421875,0.45955403645833337,0.5882034301757812
0.6504872639973959,0.24482854207356772,0.34951273600260413,0.7551714579264323
0.43372217814127606,0.03186670939127604,0.5662778218587239,0.968133290608724
0.43588511149088544,0.024239857991536457,0.5641148885091145,0.9757601420084635
0.4254290262858073,0.014349619547526041,0.5745709737141926,0.985650380452474
0.2649803161621094,0.0131683349609375,0.7350196838378906,0.9868316650390625
0.6168352762858073,0.023230234781901043,0.38316472371419275,0.976769765218099
0.12658055623372397,0.05480066935221354,0.873419443766276,0.9451993306477865
0.03299713134765625,0.04367701212565104,0.9670028686523438,0.956322987874349
