sm,cyt
0.38461538461538464,0.16666666666666666
0.38461538461538464,0.0
0.5833333333333334,0.0
0.47058823529411764,0.16666666666666666
0.0,0.4444444444444444
0.41935483870967744,0.125
0.2222222222222222,0.0
0.3125,0.25
0.6052631578947368,0.0
0.23809523809523808,0.5
0.5263157894736842,0.125
0.3,0.45
0.25,0.375
0.45,0.0
0.16666666666666666,0.4
0.25,0.5454545454545454
0.39473684210526316,0.25
0.4318181818181818,0.0
0.34375,0.4583333333333333
0.07894736842105263,0.047619047619047616
0.15789473684210525,0.3076923076923077
0.5172413793103449,0.0
0.46153846153846156,0.08333333333333333
0.13636363636363635,0.0
0.4230769230769231,0.42857142857142855
0.21428571428571427,0.125
0.4375,0.25
0.296875,0.3
0.4672131147540984,0.0
0.4107142857142857,0.25
0.391304347826087,0.5
0.125,0.0
0.35135135135135137,0.0
0.2857142857142857,0.3333333333333333
0.20454545454545456,0.375
0.3492063492063492,0.0
0.3472222222222222,0.0
0.265625,0.0
0.36,0.125
0.2857142857142857,0.0
0.6282051282051282,0.0
0.35,0.0
0.3333333333333333,0.0
0.375,0.375
0.14634146341463414,0.0
0.296875,0.36363636363636365
0.43846153846153846,0.25
0.4125,0.0
0.48,0.25
0.6153846153846154,0.0
0.2558139534883721,0.0
0.5306122448979592,0.36363636363636365
0.13333333333333333,0.0
0.38095238095238093,0.25
0.5142857142857142,0.0
0.46875,0.25
0.0,0.0
0.5625,0.3333333333333333
0.47058823529411764,0.0
0.25,0.375
0.16666666666666666,0.0
0.391304347826087,0.5
0.11538461538461539,0.0
0.05,0.2
0.35714285714285715,0.125
0.4444444444444444,0.2857142857142857
0.20689655172413793,0.0
0.20833333333333334,0.0
0.20588235294117646,0.25
0.05,0.0
0.16666666666666666,0.25
0.3125,0.16666666666666666
0.28125,0.2
0.3888888888888889,0.0
0.1,0.0
0.2857142857142857,0.0
0.4166666666666667,0.5
0.27419354838709675,0.2
0.0625,0.0
0.4,0.0
0.3125,0.0
0.5510204081632653,0.25
0.45454545454545453,0.3235294117647059
0.3717948717948718,0.5
0.2,0.0
0.26,0.16666666666666666
0.34615384615384615,0.1
0.4431818181818182,0.5333333333333333
0.6132075471698113,0.0
0.23684210526315788,0.14285714285714285
0.22727272727272727,0.4
0.22058823529411764,0.2857142857142857
0.30952380952380953,0.13636363636363635
0.38392857142857145,0.0
0.38095238095238093,0.5
0.46,0.0
0.1875,0.6071428571428571
0.054878048780487805,0.16666666666666666
0.5,0.16666666666666666
0.1111111111111111,0.47297297297297297
0.19230769230769232,0.4166666666666667
0.375,0.25
0.4636363636363636,0.25
0.3548387096774194,0.25
0.10526315789473684,0.125
0.25757575757575757,0.0
0.0,0.16666666666666666
0.4,0.0
0.0,0.16666666666666666
0.3488372093023256,0.25
0.15384615384615385,0.0
0.5,0.4583333333333333
0.24,0.0
0.34375,0.25
0.4142857142857143,0.125
0.4375,0.0
0.45,0.0
0.4,0.125
0.28888888888888886,0.08333333333333333
0.5,0.43243243243243246
0.5740740740740741,0.4444444444444444
0.16666666666666666,0.46153846153846156
0.0,0.0
0.3055555555555556,0.0
0.4142857142857143,0.0
0.5,0.42857142857142855
0.3333333333333333,0.0
0.16666666666666666,0.0
0.14285714285714285,0.0
0.6,0.0
0.13333333333333333,0.125
0.5277777777777778,0.14285714285714285
0.2916666666666667,0.16666666666666666
0.421875,0.5
0.4,0.1
0.4166666666666667,0.0
0.3333333333333333,0.25
0.22727272727272727,0.3333333333333333
0.125,0.25
0.29310344827586204,0.047619047619047616
0.2692307692307692,0.5
0.34375,0.0
0.18181818181818182,0.2777777777777778
0.2692307692307692,0.0
0.2692307692307692,0.375
0.5,0.0
0.3870967741935484,0.25
0.35714285714285715,0.0
0.35294117647058826,0.4
0.3,0.0
0.325,0.45
0.16666666666666666,0.5454545454545454
0.46153846153846156,0.25
0.40625,0.0
0.4166666666666667,0.0
0.325,0.0
0.45652173913043476,0.0
0.5,0.0
0.5138888888888888,0.0
0.42,0.4583333333333333
0.15384615384615385,0.0
0.38461538461538464,0.0
0.4411764705882353,0.375
0.375,0.16666666666666666
0.4,0.0
0.34,0.25
0.25,0.0
0.3,0.4166666666666667
0.1,0.25
0.7352941176470589,0.4166666666666667
0.25,0.4444444444444444
0.14285714285714285,0.5
0.3684210526315789,0.16666666666666666
0.3333333333333333,0.125
0.2962962962962963,0.2
0.21428571428571427,0.0
0.5625,0.0
0.5625,0.25
0.4,0.225
0.43333333333333335,0.0
0.21739130434782608,0.25
0.3918918918918919,0.0
0.3,0.25
0.46153846153846156,0.3333333333333333
0.3088235294117647,0.0
0.4090909090909091,0.65
0.5116279069767442,0.25
0.4696969696969697,0.0
0.4772727272727273,0.0
0.5,0.0
0.16666666666666666,0.375
0.2222222222222222,0.0
0.5638297872340425,0.25
0.5576923076923077,0.16666666666666666
0.425531914893617,0.0
0.28846153846153844,0.0
0.6571428571428571,0.3333333333333333
0.32142857142857145,0.0
0.3055555555555556,0.25
0.0,0.3333333333333333
0.3333333333333333,0.0
0.5875,0.25
0.5,0.46551724137931033
0.27586206896551724,0.3333333333333333
0.3111111111111111,0.0
0.47058823529411764,0.0
0.4423076923076923,0.16666666666666666
